date,fee
2024-07-28,525
2024-07-29,779
2024-07-30,614
2024-07-31,763
2024-08-01,1517
2024-08-02,1376
2024-08-03,734
2024-08-04,429
2024-08-05,1924
2024-08-06,804
2024-08-07,360
2024-08-08,392
2024-08-09,188
2024-08-10,57
2024-08-11,196
2024-08-12,341
2024-08-13,299
2024-08-14,171
2024-08-15,375
2024-08-16,177
2024-08-17,40
2024-08-18,28
2024-08-19,93
2024-08-20,223
2024-08-21,180
2024-08-22,110
2024-08-23,1211
2024-08-24,519
2024-08-25,580
2024-08-26,491
2024-08-27,628
2024-08-28,646
2024-08-29,234
2024-08-30,207
2024-08-31,1597
2024-09-01,506
2024-09-02,1013
2024-09-03,123
2024-09-04,217
2024-09-05,84
2024-09-06,180
2024-09-07,95
2024-09-08,138
2024-09-09,163
2024-09-10,160
2024-09-11,318
2024-09-12,139
2024-09-13,69
2024-09-14,239
2024-09-15,86
2024-09-16,159
2024-09-17,185
2024-09-18,410
2024-09-19,942
2024-09-20,1704
2024-09-21,1006
2024-09-22,455
2024-09-23,522
2024-09-24,474
2024-09-25,569
2024-09-26,836
2024-09-27,534
2024-09-28,361
2024-09-29,788
2024-09-30,1123
2024-10-01,1399
2024-10-02,561
2024-10-03,258
2024-10-04,188
2024-10-05,114
2024-10-06,87
2024-10-07,523
2024-10-08,284
2024-10-09,139
2024-10-10,212
2024-10-11,81
2024-10-12,183
2024-10-13,224
2024-10-14,544
2024-10-15,1600
2024-10-16,575
2024-10-17,483
2024-10-18,89
2024-10-19,287
2024-10-20,353
2024-10-21,603
2024-10-22,397
2024-10-23,162
2024-10-24,150
2024-10-25,110
2024-10-26,250
2024-10-27,58
2024-10-28,100
2024-10-29,252
2024-10-30,723
2024-10-31,306
2024-11-01,192
2024-11-02,71
2024-11-03,170
2024-11-04,114
2024-11-05,92
2024-11-06,171
2024-11-07,261
2024-11-08,1246
2024-11-09,649
2024-11-10,2212
2024-11-11,3029
2024-11-12,3059
2024-11-13,2893
2024-11-14,1478
2024-11-15,73324
2024-11-16,1129
2024-11-17,2143
2024-11-18,2501
2024-11-19,1888
2024-11-20,739
2024-11-21,1237
2024-11-22,727
2024-11-23,4424
2024-11-24,3774
2024-11-25,2950
2024-11-26,2807
2024-11-27,2127
2024-11-28,1595
2024-11-29,1876
2024-11-30,5631
2024-12-01,6952
2024-12-02,2233
2024-12-03,3410
2024-12-04,2933
2024-12-05,2281
2024-12-06,1424
2024-12-07,942
2024-12-08,797
2024-12-09,2819
2024-12-10,2896
2024-12-11,1457
2024-12-12,2469
2024-12-13,3292
2024-12-14,1893
2024-12-15,1476
2024-12-16,1424
2024-12-17,1400
2024-12-18,1592
2024-12-19,3069
2024-12-20,3053
2024-12-21,2262
2024-12-22,1292
2024-12-23,1249
2024-12-24,664
2024-12-25,1074
2024-12-26,773
2024-12-27,745
2024-12-28,387
2024-12-29,298
2024-12-30,658
2024-12-31,693
2025-01-01,373
2025-01-02,1659
2025-01-03,813
2025-01-04,494
2025-01-05,692
2025-01-06,972
2025-01-07,1323
2025-01-08,2626
2025-01-09,1228
2025-01-10,837
2025-01-11,294
2025-01-12,288
2025-01-13,923
2025-01-14,535
2025-01-15,850
2025-01-16,815
2025-01-17,780
2025-01-18,859
2025-01-19,713
2025-01-20,613
2025-01-21,399
2025-01-22,1180
2025-01-23,278
2025-01-24,144
2025-01-25,81
2025-01-26,74
2025-01-27,491
2025-01-28,178
2025-01-29,116
2025-01-30,300
2025-01-31,373
2025-02-01,235
2025-02-02,263
2025-02-03,708
2025-02-04,572
