dateTime,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
2024-11-10 06:30:59,21155487,1731220259,0x0d34fcc9729ed33f8001887e81a4d2f85f524e3b004e92508e8eee1f5db12c7d,33,0xab6ed35bbcedf8c0c2b43df48bc6f28a1e377738ebdf51e5cb890250339b32bb,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,102000000,USDC,USDC,6,32,383964,14109232643,222177,6073349,deprecated,256834
2024-11-10 06:32:35,21155495,1731220355,0x93ee1caab3512418612589711778912247be5e353ec466256446c39ebbdf77f1,33,0xa8981d46b83227ba546b925ace21c3c24593060ec00e97428bc70a8bf13ae4e5,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,103000000,USDC,USDC,6,28,383946,14444814017,222165,5019861,deprecated,256826
2024-11-10 07:27:23,21155766,1731223643,0x5164eb947552c7690d74d433f467d686d5447b3d366b866d293ca34219eaaeba,1,0xd16771caa259c651b1e44e52e06d37982b2f0bd8b1ee59fe9fcf31801dea43b8,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,308796043,Tether USD,USDT,6,38,358498,12027633915,222565,8354959,deprecated,256555
2024-11-10 08:24:35,21156051,1731227075,0x85dd9348926a643dc0eaa6ad61e7954cdf91771968df94376609173acd6061bf,107,0x5b425d75a1f5506fa39a76536fe1ca138580eb98b501b98200921fb9f33d18ee,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,50000000,Tether USD,USDT,6,44,280308,12784780822,176053,7237714,deprecated,256270
2024-11-10 11:54:47,21157101,1731239687,0x593785b6b9df2adc0f218b835d1657fed1c7027c964411a10207c18fa7e56a51,8,0xb1f260c37cecb5e85838669accd8cf52c45c49bd028ad9a7269a44b3abf42927,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,6725000000,USDC,USDC,6,51,305811,16238338175,166089,9131510,deprecated,255220
2024-11-10 12:26:35,21157259,1731241595,0x9eea5d2d8e32e703c380420a0de97dc98e1d6c70dad8f22011d4e18d0cdb3184,1,0x4c30ee0fa56282796935a17826b88b61cf986a26a44d3834b477636c1a1167cc,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,113500000,Tether USD,USDT,6,26,358498,19995297958,222565,4911676,deprecated,255062
2024-11-10 13:05:47,21157455,1731243947,0xee000adcd53c92e5c1f0191c8e039ce1fdafff07c360029c0c25174ac06300f8,11,0x7da2cfe0ac95aba1026c9935ad2d408f4eae0be695955e367020eceb630b5f99,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1145374930,Tether USD,USDT,6,29,363346,16672639692,220947,8496619,deprecated,254866
2024-11-10 13:11:11,21157482,1731244271,0x7d98abf87f0ad7460c804473294e6c2d58e1ccdd1ae0fb0cf02e3a1b07d3ee4e,1,0x4fe356768fbdaca11240be399736753f2972e6e50d682a2a477cd8f97e93b38d,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,205810000,Tether USD,USDT,6,40,358498,17849237794,222565,9939145,deprecated,254839
2024-11-10 14:55:23,21158002,1731250523,0xc9bfc9491d0d4a18e6f9a842851e31eb2793df150aa3cc317910e92789c85365,11,0x3baec84eb07d5d0883df6496be3c06905d1a6541c062db9286347ca22d0bac23,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1000116314,Tether USD,USDT,6,60,280327,35117099442,171265,6389946,deprecated,254319
2024-11-10 16:11:35,21158383,1731255095,0x15f5370389be5c72ba1a9d1d283d9ee693b21df42bcb778691a9f791d7d00958,1,0xea849959b8beeb6d7bf18c51d33d3986d58350ddc9b241eb222ea61035812fef,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,100000000,Tether USD,USDT,6,19,358480,22937352759,227353,4936535,deprecated,253938
2024-11-10 16:16:47,21158409,1731255407,0x1e98107eafdb328953350ec6ac4ea16f2439000e7ad728f90200bf9aa1bc3537,1,0xf15199d0bafe67795ab05ef99bf39b3f03b8b17040e86561d3ade7b5810403e6,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,2023546532,Tether USD,USDT,6,136,309892,20484602928,222553,14927266,deprecated,253912
2024-11-10 17:53:23,21158889,1731261203,0x92decc8c29cfbc6dffb8c71d139769dac6d180d6b0e07e0eae76d719aaf8a79e,2,0xfee42511582ad575550719049e8c081a289ee5508227463d499df099c04ab819,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,493500000,Tether USD,USDT,6,35,280327,31218393141,171265,7976108,deprecated,253432
2024-11-10 17:55:11,21158898,1731261311,0xead11837769f71af383d9f9c953ac3a420b529e13ed80bd310c908f6c9357309,53,0x88a2e460b88f50f9f0e85f9d1ab0f216f436f8ac23bad37bd00fcffcfa2e82c2,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1010601174,USDC,USDC,6,44,305793,32529521566,166077,8959776,deprecated,253423
2024-11-10 18:21:59,21159031,1731262919,0xce006f9ab0ebb25748ec99793ddfb084495f0302b5e9927572f1e86c54522fe4,1,0xaed0fbd743add71e4d07ace77d1fb34f651d1d17d0ea2fdeb3a3c36e02f17739,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1968474877,Tether USD,USDT,6,45,358480,37610255706,222553,7088802,deprecated,253290
2024-11-10 18:23:59,21159041,1731263039,0x6e5763797a2fa983952b24fd4963b03e077b1e00e226a31dca07221bc874e925,1232,0x703b448094506eb79540091b09e99828d9b24a923980dffa54370ddb0d2482e9,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,970607399,USDC,USDC,6,78,305793,41096949295,166077,9361943,deprecated,253280
2024-11-10 18:53:11,21159187,1731264791,0x1a264234dfb75aba4944d20ea3a345c8817361243278925262eaa0151f63a0f4,1,0xd5323752943d7e8ab15486b8f077189597b70ae59de0106d6112862caa4f52d3,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,69000000,USDC,USDC,6,46,383964,31256130094,226977,9728518,deprecated,253134
2024-11-10 18:53:23,21159188,1731264803,0xfd8af2aa2d3b9b3db8eb79054f74f8f0991eccd8a5e4a19a4a2cf96ccbc54a65,4,0xf82a62a80a0b2f082ef2b627eaa7cee8705513b0d1b123a258f6685b9697a862,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1994500000,Tether USD,USDT,6,18,280290,32505106194,171241,3921565,deprecated,253133
2024-11-10 20:06:23,21159552,1731269183,0xba31b0e77dd8bd7ad39acf8b3552a8abf7e28d47861a0ffdfc288dc1bc0b4169,1,0xfe67be04defa5a94bbcef7e5576cfe4a1b12395614f636ac6991dd087035b09d,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,120000000,USDC,USDC,6,34,383946,29384997019,217365,5029313,deprecated,252769
2024-11-10 20:18:35,21159613,1731269915,0x0f7f1ae638ad25a4b2b86836303b2df1b0f95fb125ef8c475fc387abba269103,4,0x282ca0ae2c6a923a3ccafc725e095ec1eecf8dcfd11699e0d05b5e010c1e3d64,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,100000000000,USDC,USDC,6,45,305793,32015174711,170877,7800622,deprecated,252708
2024-11-10 22:53:23,21160383,1731279203,0x8ee299ae006a2d39e3f86061fddd1ee5372af8c53df392cc105cf09ed4d19831,15,0x46f032d86fa6be3bf0b9e1cd292e53e42ce45f557dae99da1a35e6ac17a2003f,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,195000000,USDC,USDC,6,111,254827,13882673136,170877,8744050,deprecated,251938
2024-11-10 23:12:47,21160479,1731280367,0xc13cce3161966cd1b2d0f09d36aadb7e7e0d35fae51977267ae46dab657463f6,1,0x00d3af43915c6635eb49d0ff5f2e4553882bf2c67fff18caad8aaeadf5d92f9f,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,522393525,Tether USD,USDT,6,98,357586,15843778074,222565,7847348,deprecated,251842
2024-11-10 23:17:59,21160505,1731280679,0xd3cfe4d50b14339e7baf51e6d9f26e47ca2b1c690e48586f236c3aec6a0b3c87,1,0xdfbc351a1c19a7f0b6d879a2159d6f43d9d33d1666d34272b85bef4ff05a4cff,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,64696537,USDC,USDC,6,77,319970,13319734534,217377,7361773,deprecated,251816
2024-11-11 03:04:59,21161634,1731294299,0xba930e7b9578075586dc7182d770d6fb67975c2d192f6d0422b32d9679874095,1,0xd863b1190c70cb8c8d7db455a97971161dc1f0e9566081018928002efa5607f1,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,43000000,Tether USD,USDT,6,19,358498,14968894623,227365,3465149,deprecated,250687
2024-11-11 04:50:23,21162160,1731300623,0x9e90fb1244a0e761de901af0061908dfab4b73cf76e6afdf4615a1f18abf868b,17,0x76d8a31c0f8e09c65dcdb20e98c870322460d5a77f408051ea55212d49fca543,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,119000000,Tether USD,USDT,6,68,280327,14622356683,171265,9576188,deprecated,250161
2024-11-11 07:32:47,21162970,1731310367,0xcc80f3e18ae43c5654609bb081a20dee4616c097f53f486d4556e3a5febaf17b,2,0x97279f0b8dbaf8284e45d58459de1b1a96caaa028d180ea41733cd71d57b6b12,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,770000000,USDC,USDC,6,28,319970,10925881635,217377,4579564,deprecated,249351
2024-11-11 08:36:59,21163291,1731314219,0x9a8d05fb370baf2b373968e2cfd79ada98bf494c6ee8d0cb02babab5055382a8,8,0x3c31a3165369e74c4f7a6df6dc5eba5375f18abfc4cc16931b842f28cd2eff8c,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,296940000,Tether USD,USDT,6,29,228141,12660442635,169647,9776914,deprecated,249030
2024-11-11 09:20:35,21163509,1731316835,0x675dd378184052136058145ee4322012dda51a6d73c69b47c5023f3ff8d2bcb6,10,0xa24df354609c511a2e4f77c1f4d0f124a8dca6bf93392df25c19a3247fedfd25,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,102532976,Tether USD,USDT,6,53,280327,15363840752,171265,10397982,deprecated,248812
2024-11-11 10:11:11,21163759,1731319871,0x44d83829719041999f14960c3857186cb8462547160f5f9ea51a20575c7993e3,28,0xf76b2368650abf9aeac91398d497eab8d4742ef7001fd7596795b8a25588e044,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,550000000,Tether USD,USDT,6,122,358498,17071371163,227365,11885939,deprecated,248562
2024-11-11 10:40:23,21163905,1731321623,0xee34cb2f0f69a54edacba570a6d4bf6fcff08593621e8f7ee43329e96b2fc307,22,0x0240765eff6ca1bcbbb7697338a11dc1d638af3d881e391796b9a39433ecb881,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1989000000,Tether USD,USDT,6,45,280327,16859320583,176065,5025476,deprecated,248416
2024-11-11 14:55:59,21165175,1731336959,0x927dace537764aadf2f570d97533f7568bcc169bf08d134f85f7fe0694640ec1,19,0x9e5aeeb04e078bfae4e3beef9ff9e2145dee18542f584101f982e528994c9186,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,282567219,Tether USD,USDT,6,39,285193,28234361373,169659,6029258,deprecated,247146
2024-11-11 17:06:23,21165824,1731344783,0x270862012b8a19dbe1b9c000a484b24d39b1115314c8ee7131e209cfa0c9bff0,6,0x73568b3a21875c6ef65a0dc3b4c7cd771d8cbcaac0ee72e72c1bc55c1c1d5665,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,95677751,Tether USD,USDT,6,60,228141,61912944087,169647,8777102,deprecated,246497
2024-11-11 17:52:59,21166056,1731347579,0x8c2e6dd18562ef60fb05feba244400eb939bcda1b3399156dbae705694ca1663,10,0x2280f5c6531206ed90e9b955572661487f167085c31af274ba6338fd0a9ad423,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,80000000,USDC,USDC,6,159,383946,42021784443,226965,16276720,deprecated,246265
2024-11-11 19:22:11,21166498,1731352931,0xb1fcd22e5e3329a5239a43151e06b2da4eeea85bc3f45fd363aad4f901251ee6,1,0x62141f7546ab34d0c28560a060f92d93d29699aa958af2cffb7c57c80933d671,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,391000000,USDC,USDC,6,227,331978,41339742969,222177,13881915,deprecated,245823
2024-11-11 20:49:47,21166936,1731358187,0x622d8b83d6965affa26f6fd0a428a43d55f6497d509df4ca1650fe19d85d9b13,42,0x37b7c858782246443bfdbfa74762333cdcebfded4564ea3785ff6758d91560e8,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1097612692,Tether USD,USDT,6,14,363366,41660024456,220959,2509434,deprecated,245385
2024-11-11 22:14:59,21167360,1731363299,0xf49a6d7664660ed77736121d08c980bcd20060a346fd6ad945edc7cf2c1f19b0,3,0x10e97d6d654c8523c695c85637e88ccb9135b11f789345cb472278b8b3cefe76,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,55169396,Tether USD,USDT,6,184,298748,47891844440,222565,14469996,deprecated,244961
2024-11-11 23:47:23,21167820,1731368843,0xb04e266a435ccf72e28613be8f46d372476713a08677f58786959b412acfaabf,2,0x4b51f2bc2f527268338181d006d5a5142019e05c5b8da55ae9d784c838a0e3c9,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,500000000,Tether USD,USDT,6,45,280290,36964899636,171241,5904928,deprecated,244501
2024-11-12 01:09:23,21168229,1731373763,0xab37ce44c3ac78fe7f1f168c2dfd9d1c9cd4e3fa79aceee5b62285bcf23ed0f1,1,0xf5fdfc0ad08ff91179235575c2fb63e9f093eda5b363135d933ae53c2b53d8fb,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,95606449,USDC,USDC,6,37,255964,29873730877,217365,7546082,deprecated,244092
2024-11-12 02:31:47,21168638,1731378707,0x8c572acd227a6c6a1fb8fad557767c6482f3a0630ba67c5d4043dd17ddf3c37c,30,0x0414f4c2a7237c4bc1f0b80c634aae554c4327dfa7148442b0dba52f551fcf3c,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,500000000,USDC,USDC,6,93,383946,34171039386,222165,11298624,deprecated,243683
2024-11-12 06:09:47,21169721,1731391787,0xf212c82d7e80ffbea20b6c90758c6733a3114eafc97fa7ce1ce2aa8475379f65,200,0x0387bfe9bedb591ccfe4bdde8ff6ec1757fe6edb37e28e9bcb9d4c13a07c092c,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,1942860955,USDC,USDC,6,138,383964,23704231655,217377,15638038,deprecated,242600
2024-11-12 06:17:23,21169758,1731392243,0x7c08d69c93185f1ff36658e34dc843ad20517e0ff11a75f8e1832ca00241a32d,1,0x729e9db5808ad9aa3b9f82a0704872cf4b5f5e689c185a41cc924dbacb7e94d0,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,68387002,Tether USD,USDT,6,25,290693,25835527187,220959,5426256,deprecated,242563
2024-11-12 10:54:35,21171135,1731408875,0xf38ab57777697f34c686adfe89d58c1e357aebd3d773116ca294cfad16983487,39,0x50747af7e9d2c552c66385d3f526ebabd76670af556b03add235ebf21a9372d7,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,70046862,USDC,USDC,6,155,383052,71335078796,217377,14025573,deprecated,241186
2024-11-12 11:51:59,21171420,1731412319,0xe7a524111eb1b0abeb87612639153f71de8a7e49bc4d43a61eb85d7f297e02c7,76,0x605820195d768374e7a1b676868a55ea994aa3b3c3e7a49f7100a0763ad17226,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,272290897,USDC,USDC,6,11,350000,34825765281,166077,1105138,deprecated,240901
2024-11-12 12:54:11,21171730,1731416051,0x1b306488cbd8e25e12ad9887f97d4c5baf3af1e3c069d76726be58e7af4d3c42,1,0x4be0da9b5862e82d08cc2c5cd1ba3e091fb091131912d10ecd0c483a2e469015,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,283960000,Tether USD,USDT,6,60,363366,26265425817,220959,6389703,deprecated,240591
2024-11-12 13:19:23,21171856,1731417563,0x763020f9ee30c42a8d0ebff97f1d6ec2351ec40164d3d368782e3e94ac8fb523,3,0xa9467f2fc6d113f41d1e5d13303241a5822f063af0cd8b210479a66546a3566e,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,616651511,Tether USD,USDT,6,95,279397,24981669157,171253,7602977,deprecated,240465
2024-11-12 15:31:59,21172514,1731425519,0xef2dfa7a6dc94ca9785d22f5cc299045a60ba8a1ebb6e5c712e19209868afa2a,1,0xd751a9817fb69054067901bc3ca408598d46f66d52bb2f45b550dc3571744e66,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,201710000,USDC,USDC,6,20,383964,29543784184,217377,3891921,deprecated,239807
2024-11-12 17:47:23,21173190,1731433643,0x608257b07ceac13db2ddc2feff1af3c07a2bab799b0d05e3fb1a771897bfca08,7,0x24d09ce5c38ebf8178059f95d5c58cfb0a98df18360bcfc8dcb50aeb167e0c4a,0xe217e15b3c19cc0427f9492dc3bcfe8220afad10,0xdac17f958d2ee523a2206206994597c13d831ec7,0x5be9a4959308a0d0c7bc0870e319314d8d957dbb,63714070,Tether USD,USDT,6,19,280290,34684438286,176041,8165747,deprecated,239131
